account_number,name,item_code,category,quantity,unit price,net_price,date
850140,Kunze Inc,AS-93055,Shirt,13,31.53,409.89,12-06-2014 12:09
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,6,18.33,109.98,16-01-2014 01:38
850140,Kunze Inc,KV-99194,Shirt,1,73.79,73.79,07-11-2013 19:52
296809,Carroll PLC,LW-86841,Shoes,3,10.67,32.01,30-05-2014 21:32
93356,Waters-Walker,GS-86623,Shoes,19,53.33,1013.27,31-05-2014 08:48
296809,Carroll PLC,AS-93055,Shirt,18,55.23,994.14,02-12-2013 17:42
296809,Carroll PLC,WJ-02096,Belt,7,77.91,545.37,17-10-2014 14:13
995267,Cole-Eichmann,VG-32047,Shirt,20,28.81,576.2,19-03-2014 16:59
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,16,31.86,509.76,04-09-2014 05:27
296809,Carroll PLC,GS-86623,Shoes,8,28.32,226.56,01-10-2014 04:15
659366,Waelchi-Fahey,GS-86623,Shoes,2,88.57,177.14,16-06-2014 02:35
524021,Hegmann and Sons,VG-32047,Shirt,11,52.58,578.38,22-01-2014 08:06
201259,Koelpin PLC,WJ-02096,Belt,14,20.87,292.18,09-02-2014 05:27
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,7,54.95,384.65,31-12-2013 04:32
734922,Berge LLC,AS-93055,Shirt,11,36.86,405.46,01-01-2014 08:13
995267,Cole-Eichmann,KV-99194,Shirt,5,52.07,260.35,17-09-2014 06:06
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,19,71.71,1362.49,29-12-2013 04:27
750461,"Volkman, Goyette and Lemke",KV-99194,Shirt,3,71.09,213.27,16-11-2013 02:18
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,7,60.04,420.28,14-12-2013 15:26
711951,Kilback-Gerlach,KV-99194,Shirt,5,55.82,279.1,24-05-2014 05:01
734922,Berge LLC,KV-99194,Shirt,16,24.13,386.08,20-12-2013 01:56
93356,Waters-Walker,WJ-02096,Belt,20,62.39,1247.8,19-04-2014 16:00
201259,Koelpin PLC,FK-71853,Shirt,2,83.01,166.02,05-01-2014 22:32
555594,"Ernser, Cruickshank and Lind",GS-86623,Shoes,2,58.61,117.22,25-04-2014 18:15
524021,Hegmann and Sons,LW-86841,Shoes,15,98.54,1478.1,04-09-2014 06:01
659366,Waelchi-Fahey,WJ-02096,Belt,15,20.03,300.45,06-09-2014 09:47
93356,Waters-Walker,VG-32047,Shirt,17,71.32,1212.44,16-09-2014 10:45
711951,Kilback-Gerlach,VG-32047,Shirt,10,55.04,550.4,19-08-2014 17:39
93356,Waters-Walker,QN-82852,Belt,19,95.37,1812.03,20-05-2014 09:39
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,16,19.83,317.28,03-09-2014 12:10
995267,Cole-Eichmann,WJ-02096,Belt,5,50.88,254.4,15-02-2014 03:16
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,17,36.81,625.77,05-12-2013 23:10
524021,Hegmann and Sons,VG-32047,Shirt,4,42.78,171.12,07-03-2014 04:28
995267,Cole-Eichmann,VG-32047,Shirt,6,87.35,524.1,12-12-2013 21:41
299771,"Kuphal, Zieme and Kub",QN-82852,Belt,10,59.42,594.2,11-06-2014 12:10
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,3,30.8,92.4,29-01-2014 11:47
734922,Berge LLC,MJ-21460,Shoes,14,74.75,1046.5,06-02-2014 23:35
201259,Koelpin PLC,LW-86841,Shoes,12,73.7,884.4,12-03-2014 01:27
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,10,36.3,363,14-04-2014 22:51
93356,Waters-Walker,GS-86623,Shoes,10,75.72,757.2,31-01-2014 09:09
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,14,73.07,1022.98,29-11-2013 18:17
201259,Koelpin PLC,VG-32047,Shirt,19,76.09,1445.71,04-08-2014 04:24
93356,Waters-Walker,VG-32047,Shirt,13,45.42,590.46,29-12-2013 21:47
201259,Koelpin PLC,WJ-02096,Belt,10,65.97,659.7,19-03-2014 04:16
201259,Koelpin PLC,WJ-02096,Belt,2,20.06,40.12,31-05-2014 02:07
296809,Carroll PLC,GS-86623,Shoes,3,62.25,186.75,26-03-2014 00:33
659366,Waelchi-Fahey,KV-99194,Shirt,6,86.2,517.2,14-11-2013 19:38
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,14,23.97,335.58,01-12-2013 12:17
115138,Gorczany-Hahn,QN-82852,Belt,10,10.06,100.6,08-03-2014 10:50
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,7,34.71,242.97,29-04-2014 04:10
929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,14,31.36,439.04,12-01-2014 16:01
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,1,96.74,96.74,30-04-2014 16:25
524021,Hegmann and Sons,QN-82852,Belt,1,93.93,93.93,18-03-2014 14:44
676847,Hamill-Hackett,AS-93055,Shirt,9,58.32,524.88,16-12-2013 15:10
296809,Carroll PLC,LL-46261,Shoes,8,58.48,467.84,31-05-2014 00:30
758133,"Kihn, McClure and Denesik",WJ-02096,Belt,6,68.7,412.2,07-12-2013 08:40
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,4,65.73,262.92,04-06-2014 13:29
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,8,60.4,483.2,26-12-2013 04:26
93356,Waters-Walker,KV-99194,Shirt,20,49.97,999.4,28-04-2014 20:35
711951,Kilback-Gerlach,KV-99194,Shirt,19,38.38,729.22,25-05-2014 09:18
734922,Berge LLC,LW-86841,Shoes,11,72.2,794.2,13-11-2013 21:15
659366,Waelchi-Fahey,KV-99194,Shirt,13,32.24,419.12,22-12-2013 05:25
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,8,95.39,763.12,12-01-2014 00:59
659366,Waelchi-Fahey,WJ-02096,Belt,5,73.03,365.15,23-01-2014 12:48
296809,Carroll PLC,VG-32047,Shirt,11,33.31,366.41,29-07-2014 15:09
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,3,65.52,196.56,02-04-2014 22:23
304860,Huel-Haag,GS-86623,Shoes,5,45.24,226.2,12-12-2013 03:58
304860,Huel-Haag,FK-71853,Shirt,20,81.79,1635.8,23-09-2014 04:52
524021,Hegmann and Sons,AS-93055,Shirt,7,91.68,641.76,10-11-2013 14:15
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,16,68.37,1093.92,25-01-2014 17:14
296809,Carroll PLC,GS-86623,Shoes,20,66.43,1328.6,30-12-2013 09:47
929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,3,97.08,291.24,28-01-2014 10:18
659366,Waelchi-Fahey,LW-86841,Shoes,11,99.58,1095.38,16-08-2014 12:51
850140,Kunze Inc,FK-71853,Shirt,6,63.84,383.04,06-01-2014 17:32
758133,"Kihn, McClure and Denesik",FK-71853,Shirt,11,75.07,825.77,23-06-2014 22:07
734922,Berge LLC,FK-71853,Shirt,6,17.54,105.24,19-08-2014 04:51
115138,Gorczany-Hahn,KV-99194,Shirt,19,71.61,1360.59,11-06-2014 12:52
995267,Cole-Eichmann,QN-82852,Belt,17,92.49,1572.33,30-12-2013 08:52
995267,Cole-Eichmann,LW-86841,Shoes,1,40.04,40.04,04-05-2014 08:13
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,6,92.02,552.12,20-06-2014 23:33
93356,Waters-Walker,KV-99194,Shirt,12,66.41,796.92,02-04-2014 00:13
995267,Cole-Eichmann,GS-86623,Shoes,13,53.32,693.16,09-11-2013 01:35
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,7,48.69,340.83,29-07-2014 18:34
734922,Berge LLC,WJ-02096,Belt,18,75.81,1364.58,08-12-2013 08:54
995267,Cole-Eichmann,MJ-21460,Shoes,4,89.88,359.52,28-06-2014 09:15
524021,Hegmann and Sons,LW-86841,Shoes,10,73.73,737.3,08-10-2014 20:26
296809,Carroll PLC,AS-93055,Shirt,19,67.1,1274.9,20-06-2014 16:14
659366,Waelchi-Fahey,WJ-02096,Belt,17,62.47,1061.99,16-06-2014 14:44
758133,"Kihn, McClure and Denesik",QN-82852,Belt,12,29.83,357.96,27-01-2014 07:20
758133,"Kihn, McClure and Denesik",QN-82852,Belt,18,24.57,442.26,03-04-2014 13:47
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,1,27.41,27.41,10-08-2014 21:23
98022,Heidenreich-Bosco,GS-86623,Shoes,9,92.9,836.1,16-05-2014 07:08
93356,Waters-Walker,AS-93055,Shirt,9,95.16,856.44,03-12-2013 07:38
929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,7,77.52,542.64,26-08-2014 18:28
711951,Kilback-Gerlach,MJ-21460,Shoes,14,40.64,568.96,21-10-2014 15:55
995267,Cole-Eichmann,GS-86623,Shoes,5,54.09,270.45,19-10-2014 21:08
115138,Gorczany-Hahn,FK-71853,Shirt,17,62.6,1064.2,15-12-2013 18:40
758133,"Kihn, McClure and Denesik",WJ-02096,Belt,18,93.91,1690.38,11-08-2014 18:42
711951,Kilback-Gerlach,LW-86841,Shoes,11,29.2,321.2,26-12-2013 04:44
304860,Huel-Haag,AS-93055,Shirt,9,23.99,215.91,04-08-2014 09:20
929400,"Senger, Upton and Breitenberg",LW-86841,Shoes,16,92.41,1478.56,25-05-2014 15:09
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,2,17.89,35.78,30-08-2014 15:52
676847,Hamill-Hackett,LL-46261,Shoes,19,47.71,906.49,16-12-2013 00:12
850140,Kunze Inc,WJ-02096,Belt,9,76.78,691.02,29-12-2013 01:08
750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,18,76.54,1377.72,21-01-2014 02:04
304860,Huel-Haag,AS-93055,Shirt,5,63.59,317.95,08-02-2014 20:17
995267,Cole-Eichmann,LL-46261,Shoes,20,53.25,1065,10-12-2013 12:10
201259,Koelpin PLC,LL-46261,Shoes,7,91.2,638.4,28-02-2014 18:14
296809,Carroll PLC,LW-86841,Shoes,8,95.17,761.36,18-07-2014 09:26
524021,Hegmann and Sons,WJ-02096,Belt,11,54.79,602.69,20-05-2014 14:10
201259,Koelpin PLC,LL-46261,Shoes,3,62.68,188.04,14-01-2014 23:34
676847,Hamill-Hackett,GS-86623,Shoes,10,72.15,721.5,07-04-2014 09:45
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,1,78.93,78.93,24-02-2014 00:46
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,20,37.75,755,24-12-2013 08:34
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,6,41.95,251.7,09-12-2013 23:19
676847,Hamill-Hackett,LW-86841,Shoes,11,91.04,1001.44,30-05-2014 04:37
201259,Koelpin PLC,MJ-21460,Shoes,18,29.75,535.5,10-10-2014 12:44
929400,"Senger, Upton and Breitenberg",LW-86841,Shoes,4,46.09,184.36,23-07-2014 09:02
929400,"Senger, Upton and Breitenberg",KV-99194,Shirt,17,94.19,1601.23,17-01-2014 12:05
524021,Hegmann and Sons,AS-93055,Shirt,9,76.23,686.07,22-03-2014 11:25
296809,Carroll PLC,LL-46261,Shoes,12,39.49,473.88,22-05-2014 17:50
734922,Berge LLC,KV-99194,Shirt,6,88.31,529.86,23-12-2013 16:08
734922,Berge LLC,VG-32047,Shirt,11,58.29,641.19,23-04-2014 09:49
850140,Kunze Inc,KV-99194,Shirt,17,80.5,1368.5,21-08-2014 15:51
659366,Waelchi-Fahey,VG-32047,Shirt,4,40.8,163.2,26-04-2014 23:38
524021,Hegmann and Sons,AS-93055,Shirt,7,73.69,515.83,11-09-2014 02:00
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,3,63.58,190.74,20-04-2014 20:45
563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,1,65.61,65.61,30-10-2013 09:34
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,13,72.07,936.91,22-02-2014 13:36
524021,Hegmann and Sons,MJ-21460,Shoes,14,36.6,512.4,01-07-2014 22:27
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,14,38.93,545.02,23-12-2013 14:57
734922,Berge LLC,FK-71853,Shirt,7,51.72,362.04,07-12-2013 09:43
304860,Huel-Haag,FK-71853,Shirt,14,51.11,715.54,18-12-2013 06:44
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,4,93.9,375.6,16-11-2013 08:42
995267,Cole-Eichmann,LW-86841,Shoes,15,17.68,265.2,04-11-2013 20:12
850140,Kunze Inc,FK-71853,Shirt,11,85.24,937.64,15-07-2014 19:12
995267,Cole-Eichmann,QN-82852,Belt,2,53.38,106.76,12-09-2014 09:29
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,12,39.64,475.68,15-10-2014 01:53
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,6,83.6,501.6,27-11-2013 21:04
304860,Huel-Haag,FK-71853,Shirt,8,74.64,597.12,06-03-2014 03:36
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,18,13.67,246.06,11-05-2014 20:21
850140,Kunze Inc,LL-46261,Shoes,11,72.69,799.59,23-10-2013 15:54
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,7,23.04,161.28,01-09-2014 01:15
676847,Hamill-Hackett,AS-93055,Shirt,3,50.86,152.58,04-10-2014 23:43
676847,Hamill-Hackett,MJ-21460,Shoes,6,17.46,104.76,22-05-2014 06:36
93356,Waters-Walker,QN-82852,Belt,11,44.93,494.23,19-06-2014 04:21
850140,Kunze Inc,LW-86841,Shoes,18,44.87,807.66,12-07-2014 18:59
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,6,54.49,326.94,14-04-2014 11:01
995267,Cole-Eichmann,VG-32047,Shirt,9,41.58,374.22,21-06-2014 21:58
850140,Kunze Inc,LL-46261,Shoes,8,80.6,644.8,05-12-2013 20:18
524021,Hegmann and Sons,MJ-21460,Shoes,19,67.55,1283.45,21-06-2014 20:12
305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,5,16.32,81.6,17-11-2013 08:52
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,15,21.39,320.85,07-12-2013 12:59
995267,Cole-Eichmann,QN-82852,Belt,19,99.9,1898.1,23-04-2014 22:30
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,7,48.05,336.35,04-02-2014 09:34
758133,"Kihn, McClure and Denesik",QN-82852,Belt,18,94.04,1692.72,25-07-2014 18:30
555594,"Ernser, Cruickshank and Lind",AS-93055,Shirt,15,94,1410,22-07-2014 11:45
201259,Koelpin PLC,GS-86623,Shoes,5,26.55,132.75,22-11-2013 05:59
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,5,64.85,324.25,13-05-2014 16:03
734922,Berge LLC,QN-82852,Belt,5,16.73,83.65,01-03-2014 13:41
555594,"Ernser, Cruickshank and Lind",LL-46261,Shoes,7,46.6,326.2,06-09-2014 15:20
98022,Heidenreich-Bosco,QN-82852,Belt,6,48.13,288.78,04-11-2013 03:41
296809,Carroll PLC,FK-71853,Shirt,3,55.6,166.8,27-11-2013 18:35
296809,Carroll PLC,LL-46261,Shoes,19,78.56,1492.64,19-07-2014 20:45
201259,Koelpin PLC,QN-82852,Belt,5,25.46,127.3,23-10-2013 07:39
563905,"Kerluke, Reilly and Bechtelar",WJ-02096,Belt,9,43.28,389.52,24-08-2014 22:30
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,15,41.15,617.25,12-02-2014 05:07
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,19,39.29,746.51,21-03-2014 14:27
758133,"Kihn, McClure and Denesik",QN-82852,Belt,9,46.44,417.96,02-07-2014 06:59
659366,Waelchi-Fahey,QN-82852,Belt,1,95.03,95.03,31-03-2014 10:31
98022,Heidenreich-Bosco,FK-71853,Shirt,16,82.77,1324.32,21-07-2014 08:11
676847,Hamill-Hackett,LL-46261,Shoes,6,72.06,432.36,10-08-2014 14:34
659366,Waelchi-Fahey,MJ-21460,Shoes,5,43.64,218.2,30-01-2014 19:04
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,2,76.42,152.84,09-09-2014 14:28
659366,Waelchi-Fahey,VG-32047,Shirt,11,25.74,283.14,06-02-2014 22:09
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,2,40.68,81.36,20-06-2014 03:39
659366,Waelchi-Fahey,WJ-02096,Belt,4,12.66,50.64,01-06-2014 03:07
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,3,21.25,63.75,08-03-2014 05:49
758133,"Kihn, McClure and Denesik",FK-71853,Shirt,16,96.47,1543.52,17-03-2014 15:44
750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,9,34.83,313.47,28-01-2014 15:52
524021,Hegmann and Sons,KV-99194,Shirt,1,24.9,24.9,05-07-2014 14:02
929400,"Senger, Upton and Breitenberg",KV-99194,Shirt,11,19.26,211.86,01-12-2013 21:23
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,7,84.46,591.22,15-11-2013 23:56
850140,Kunze Inc,LW-86841,Shoes,14,62.03,868.42,29-03-2014 03:29
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,3,79,237,26-11-2013 08:15
711951,Kilback-Gerlach,KV-99194,Shirt,12,31.44,377.28,15-12-2013 21:44
524021,Hegmann and Sons,WJ-02096,Belt,2,73.96,147.92,08-12-2013 04:33
115138,Gorczany-Hahn,QN-82852,Belt,18,18.41,331.38,07-05-2014 04:59
555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,18,39.11,703.98,19-01-2014 06:06
115138,Gorczany-Hahn,FK-71853,Shirt,5,94.62,473.1,14-02-2014 22:33
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,7,50.85,355.95,25-07-2014 14:33
115138,Gorczany-Hahn,AS-93055,Shirt,7,45.14,315.98,13-04-2014 09:02
296809,Carroll PLC,FK-71853,Shirt,6,15.69,94.14,09-05-2014 02:08
98022,Heidenreich-Bosco,QN-82852,Belt,10,76.76,767.6,08-12-2013 18:53
850140,Kunze Inc,LW-86841,Shoes,20,53.03,1060.6,20-08-2014 20:57
304860,Huel-Haag,GS-86623,Shoes,2,78.64,157.28,24-04-2014 06:13
93356,Waters-Walker,QN-82852,Belt,19,72.11,1370.09,22-02-2014 07:22
563905,"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,16,33.21,531.36,05-09-2014 17:43
850140,Kunze Inc,AS-93055,Shirt,8,59.23,473.84,15-04-2014 02:11
93356,Waters-Walker,LL-46261,Shoes,13,81.45,1058.85,02-11-2013 14:31
115138,Gorczany-Hahn,AS-93055,Shirt,3,61.04,183.12,26-05-2014 22:06
850140,Kunze Inc,AS-93055,Shirt,2,39.31,78.62,05-03-2014 15:04
524021,Hegmann and Sons,FK-71853,Shirt,7,60.29,422.03,15-08-2014 15:41
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,14,46.43,650.02,17-05-2014 10:02
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,15,15.12,226.8,16-03-2014 15:37
296809,Carroll PLC,LL-46261,Shoes,8,51.47,411.76,09-01-2014 11:37
734922,Berge LLC,MJ-21460,Shoes,15,91.88,1378.2,10-12-2013 12:02
296809,Carroll PLC,VG-32047,Shirt,16,82.36,1317.76,24-03-2014 12:29
98022,Heidenreich-Bosco,LL-46261,Shoes,8,84.24,673.92,18-04-2014 19:19
659366,Waelchi-Fahey,GS-86623,Shoes,10,88.36,883.6,24-08-2014 23:09
676847,Hamill-Hackett,LW-86841,Shoes,10,47.2,472,05-05-2014 18:51
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,20,51.16,1023.2,31-10-2013 15:48
304860,Huel-Haag,KV-99194,Shirt,3,55.75,167.25,22-11-2013 04:34
201259,Koelpin PLC,MJ-21460,Shoes,13,81.58,1060.54,10-02-2014 01:33
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,1,13.47,13.47,07-08-2014 04:18
676847,Hamill-Hackett,VG-32047,Shirt,11,23.33,256.63,29-12-2013 02:31
98022,Heidenreich-Bosco,WJ-02096,Belt,12,84.23,1010.76,28-01-2014 00:34
659366,Waelchi-Fahey,LL-46261,Shoes,17,98.86,1680.62,10-05-2014 02:37
850140,Kunze Inc,KV-99194,Shirt,5,12.07,60.35,24-10-2013 08:39
676847,Hamill-Hackett,AS-93055,Shirt,8,87.5,700,26-01-2014 12:58
659366,Waelchi-Fahey,VG-32047,Shirt,8,63.37,506.96,02-05-2014 01:13
524021,Hegmann and Sons,FK-71853,Shirt,9,87.07,783.63,10-09-2014 21:37
98022,Heidenreich-Bosco,KV-99194,Shirt,2,88.57,177.14,31-12-2013 08:53
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,1,16.29,16.29,25-04-2014 04:33
201259,Koelpin PLC,GS-86623,Shoes,8,55.16,441.28,14-08-2014 03:02
995267,Cole-Eichmann,MJ-21460,Shoes,20,25.66,513.2,24-03-2014 03:39
98022,Heidenreich-Bosco,LL-46261,Shoes,13,19.69,255.97,28-01-2014 23:58
305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,3,71.28,213.84,07-08-2014 10:01
524021,Hegmann and Sons,QN-82852,Belt,6,57.14,342.84,24-08-2014 06:07
659366,Waelchi-Fahey,MJ-21460,Shoes,3,97.92,293.76,03-08-2014 14:44
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,9,60.94,548.46,14-09-2014 01:36
93356,Waters-Walker,LL-46261,Shoes,6,51.18,307.08,31-07-2014 17:50
659366,Waelchi-Fahey,FK-71853,Shirt,18,62.58,1126.44,31-03-2014 08:44
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,13,77.42,1006.46,16-07-2014 00:38
93356,Waters-Walker,LL-46261,Shoes,11,36.49,401.39,26-12-2013 18:47
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,17,57.5,977.5,25-02-2014 14:46
296809,Carroll PLC,WJ-02096,Belt,17,76.08,1293.36,14-11-2013 23:35
659366,Waelchi-Fahey,FK-71853,Shirt,14,11.91,166.74,09-03-2014 23:23
850140,Kunze Inc,LW-86841,Shoes,17,82.86,1408.62,02-10-2014 16:34
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,16,51.93,830.88,17-01-2014 08:36
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,17,96.71,1644.07,04-09-2014 18:21
115138,Gorczany-Hahn,QN-82852,Belt,15,25.75,386.25,30-11-2013 12:14
850140,Kunze Inc,AS-93055,Shirt,6,38.77,232.62,19-06-2014 22:24
304860,Huel-Haag,LW-86841,Shoes,6,52.93,317.58,03-12-2013 02:57
711951,Kilback-Gerlach,MJ-21460,Shoes,17,97.99,1665.83,15-01-2014 22:54
659366,Waelchi-Fahey,QN-82852,Belt,10,36.72,367.2,18-06-2014 14:02
734922,Berge LLC,MJ-21460,Shoes,9,84.43,759.87,23-06-2014 09:12
750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,11,68.13,749.43,09-05-2014 09:32
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,6,92.62,555.72,19-06-2014 12:30
995267,Cole-Eichmann,KV-99194,Shirt,8,51.86,414.88,23-11-2013 02:03
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,19,52.45,996.55,08-08-2014 03:00
304860,Huel-Haag,KV-99194,Shirt,19,32.23,612.37,02-10-2014 01:11
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,4,61.06,244.24,09-05-2014 03:27
711951,Kilback-Gerlach,AS-93055,Shirt,11,44.56,490.16,23-02-2014 05:35
115138,Gorczany-Hahn,WJ-02096,Belt,1,58.03,58.03,11-12-2013 14:01
758133,"Kihn, McClure and Denesik",QN-82852,Belt,11,39.89,438.79,18-05-2014 15:53
524021,Hegmann and Sons,MJ-21460,Shoes,18,51.46,926.28,08-07-2014 18:37
676847,Hamill-Hackett,AS-93055,Shirt,12,92.28,1107.36,28-04-2014 21:34
115138,Gorczany-Hahn,FK-71853,Shirt,20,32.53,650.6,22-10-2014 10:04
304860,Huel-Haag,VG-32047,Shirt,6,67.49,404.94,17-09-2014 12:35
296809,Carroll PLC,VG-32047,Shirt,11,14.92,164.12,14-01-2014 05:53
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,3,16.5,49.5,09-08-2014 14:56
734922,Berge LLC,WJ-02096,Belt,20,25.09,501.8,15-02-2014 00:17
711951,Kilback-Gerlach,KV-99194,Shirt,20,72.86,1457.2,27-12-2013 03:41
304860,Huel-Haag,WJ-02096,Belt,4,60.95,243.8,20-01-2014 10:14
676847,Hamill-Hackett,QN-82852,Belt,12,47.05,564.6,24-10-2013 07:27
850140,Kunze Inc,VG-32047,Shirt,20,36,720,19-11-2013 04:49
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,3,25.52,76.56,15-12-2013 23:23
98022,Heidenreich-Bosco,QN-82852,Belt,3,43.89,131.67,06-02-2014 22:02
98022,Heidenreich-Bosco,LL-46261,Shoes,6,55.68,334.08,25-02-2014 02:43
734922,Berge LLC,KV-99194,Shirt,13,21.76,282.88,16-09-2014 19:43
659366,Waelchi-Fahey,VG-32047,Shirt,14,85.44,1196.16,04-06-2014 14:34
711951,Kilback-Gerlach,AS-93055,Shirt,20,88.71,1774.2,14-08-2014 19:08
929400,"Senger, Upton and Breitenberg",LW-86841,Shoes,1,32.44,32.44,21-06-2014 04:34
758133,"Kihn, McClure and Denesik",FK-71853,Shirt,12,40.53,486.36,06-03-2014 03:01
711951,Kilback-Gerlach,LL-46261,Shoes,8,41.95,335.6,18-05-2014 00:50
98022,Heidenreich-Bosco,KV-99194,Shirt,3,41.04,123.12,09-10-2014 15:27
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,4,65.64,262.56,15-02-2014 17:07
734922,Berge LLC,FK-71853,Shirt,4,59,236,15-08-2014 07:13
296809,Carroll PLC,GS-86623,Shoes,19,20.01,380.19,20-11-2013 14:26
711951,Kilback-Gerlach,LL-46261,Shoes,18,37.06,667.08,09-07-2014 17:04
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,8,13.41,107.28,21-12-2013 04:32
115138,Gorczany-Hahn,AS-93055,Shirt,19,36.84,699.96,13-09-2014 06:33
659366,Waelchi-Fahey,KV-99194,Shirt,18,13.47,242.46,25-03-2014 04:34
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,11,87.09,957.99,22-10-2013 16:08
201259,Koelpin PLC,QN-82852,Belt,19,18.85,358.15,02-07-2014 12:21
850140,Kunze Inc,LW-86841,Shoes,7,56.99,398.93,25-06-2014 22:06
115138,Gorczany-Hahn,AS-93055,Shirt,20,31.99,639.8,15-09-2014 19:14
304860,Huel-Haag,GS-86623,Shoes,14,27.24,381.36,14-03-2014 04:16
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,11,51.07,561.77,06-03-2014 09:21
524021,Hegmann and Sons,GS-86623,Shoes,11,40.32,443.52,07-02-2014 07:39
758133,"Kihn, McClure and Denesik",WJ-02096,Belt,19,62.8,1193.2,27-08-2014 15:48
115138,Gorczany-Hahn,LW-86841,Shoes,5,33.56,167.8,20-09-2014 07:43
299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,17,60.22,1023.74,26-09-2014 18:44
296809,Carroll PLC,GS-86623,Shoes,8,21.41,171.28,11-09-2014 18:45
296809,Carroll PLC,KV-99194,Shirt,13,43.03,559.39,20-01-2014 19:43
93356,Waters-Walker,LL-46261,Shoes,11,76.8,844.8,23-02-2014 18:36
850140,Kunze Inc,MJ-21460,Shoes,12,81.66,979.92,04-09-2014 03:23
995267,Cole-Eichmann,FK-71853,Shirt,16,63.2,1011.2,22-06-2014 09:34
